Circuit delay: 2844.59 picoseconds

Gate slacks:
NAND-P1_R1360_U120: 740.395 picoseconds
NAND-P1_R1360_U121: 765.741 picoseconds
NAND-P1_R1360_U122: 657.641 picoseconds
NAND-P1_R1360_U123: 623.203 picoseconds
NAND-P1_R1360_U124: 748.528 picoseconds
NAND-P1_R1360_U125: 713.048 picoseconds
NAND-P1_R1360_U126: 795.553 picoseconds
NAND-P1_R1360_U127: 762.896 picoseconds
NAND-P1_R1360_U128: 949.915 picoseconds
NAND-P1_R1360_U129: 949.915 picoseconds
OR-P1_R1360_U130: 956.296 picoseconds
NAND-P1_R1360_U131: 907.446 picoseconds
NAND-P1_R1360_U132: 713.048 picoseconds
NAND-P1_R1360_U133: 804.399 picoseconds
NAND-P1_R1360_U134: 821.549 picoseconds
NAND-P1_R1360_U135: 804.399 picoseconds
NAND-P1_R1360_U136: 799.388 picoseconds
NAND-P1_R1360_U137: 816.539 picoseconds
NAND-P1_R1360_U138: 799.388 picoseconds
NAND-P1_R1360_U139: 799.388 picoseconds
NAND-P1_R1360_U140: 829.634 picoseconds
NAND-P1_R1360_U141: 799.388 picoseconds
NAND-P1_R1360_U142: 799.388 picoseconds
NAND-P1_R1360_U143: 767.578 picoseconds
NAND-P1_R1360_U144: 726.663 picoseconds
NAND-P1_R1360_U145: 713.048 picoseconds
NAND-P1_R1360_U146: 728.161 picoseconds
NAND-P1_R1360_U147: 695.413 picoseconds
NAND-P1_R1360_U148: 709.866 picoseconds
NAND-P1_R1360_U149: 691.987 picoseconds
NAND-P1_R1360_U150: 693.605 picoseconds
NAND-P1_R1360_U151: 623.203 picoseconds
NAND-P1_R1360_U152: 652.482 picoseconds
NAND-P1_R1360_U153: 694.98 picoseconds
NAND-P1_R1360_U154: 656.432 picoseconds
NAND-P1_R1360_U155: 656.432 picoseconds
NAND-P1_R1360_U156: 664.352 picoseconds
NAND-P1_R1360_U157: 623.203 picoseconds
NAND-P1_R1360_U158: 748.686 picoseconds
NAND-P1_R1360_U159: 623.203 picoseconds
NAND-P1_R1360_U160: 623.203 picoseconds
NAND-P1_R1360_U161: 796.959 picoseconds
NAND-P1_R1360_U162: 623.203 picoseconds
NAND-P1_R1360_U163: 623.203 picoseconds
NAND-P1_R1360_U164: 764.443 picoseconds
NAND-P1_R1360_U165: 688.317 picoseconds
NAND-P1_R1360_U166: 623.203 picoseconds
NAND-P1_R1360_U167: 649.963 picoseconds
NAND-P1_R1360_U168: 680.908 picoseconds
NAND-P1_R1360_U169: 677.233 picoseconds
NAND-P1_R1360_U170: 667.772 picoseconds
NAND-P1_R1360_U171: 599.562 picoseconds
NAND-P1_R1360_U172: 599.562 picoseconds
NAND-P1_R1360_U173: 684.278 picoseconds
NAND-P1_R1360_U174: 599.562 picoseconds
NAND-P1_R1360_U175: 599.562 picoseconds
NAND-P1_R1360_U176: 680.05 picoseconds
NAND-P1_R1360_U177: 599.562 picoseconds
NAND-P1_R1360_U178: 599.562 picoseconds
NAND-P1_R1360_U179: 628.051 picoseconds
NAND-P1_R1360_U180: 599.53 picoseconds
NAND-P1_R1360_U181: 517.373 picoseconds
NAND-P1_R1360_U182: 527.077 picoseconds
NAND-P1_R1360_U183: 406.635 picoseconds
NAND-P1_R1360_U184: 372.595 picoseconds
NAND-P1_R1360_U185: 474.071 picoseconds
NAND-P1_R1360_U186: 419.366 picoseconds
NAND-P1_R1360_U187: 502.181 picoseconds
NAND-P1_R1360_U188: 484.336 picoseconds
NAND-P1_R1360_U189: 457.282 picoseconds
NAND-P1_R1360_U190: 516.189 picoseconds
NAND-P1_R1360_U191: 463.43 picoseconds
NAND-P1_R1360_U192: 420.923 picoseconds
NAND-P1_R1360_U193: 420.923 picoseconds
NAND-P1_R1360_U194: 460.306 picoseconds
NAND-P1_R1360_U195: 400.981 picoseconds
NAND-P1_R1360_U196: 490.822 picoseconds
NAND-P1_R1360_U197: 464.704 picoseconds
NAND-P1_R1360_U198: 508.384 picoseconds
NAND-P1_R1360_U199: 464.704 picoseconds
NAND-P1_R1360_U200: 378.497 picoseconds
NAND-P1_R1360_U201: 372.595 picoseconds
NAND-P1_R1360_U202: 482.718 picoseconds
NAND-P1_R1360_U203: 482.718 picoseconds
NAND-P1_R1360_U204: 549.881 picoseconds
NAND-P1_R1360_U205: 549.881 picoseconds
AND-P1_R1171_U4: 593.862 picoseconds
AND-P1_R1171_U5: 600.845 picoseconds
AND-P1_R1171_U6: 606.401 picoseconds
AND-P1_R1171_U7: 590.016 picoseconds
AND-P1_R1171_U8: 571.607 picoseconds
AND-P1_R1171_U9: 656.318 picoseconds
AND-P1_R1171_U10: 534.68 picoseconds
AND-P1_R1171_U11: 945.996 picoseconds
AND-P1_R1171_U12: 913.955 picoseconds
AND-P1_R1171_U13: 837.743 picoseconds
AND-P1_R1171_U14: 730.586 picoseconds
AND-P1_R1171_U15: 744.715 picoseconds
AND-P1_R1171_U16: 558.997 picoseconds
AND-P1_R1171_U17: 1222.1 picoseconds
AND-P1_R1171_U18: 1117.15 picoseconds
AND-P1_R1171_U19: 1055.43 picoseconds
NOT-P1_R1171_U20: 1132.83 picoseconds
NOT-P1_R1171_U21: 1937.26 picoseconds
NOT-P1_R1171_U22: 1899.38 picoseconds
NAND-P1_R1171_U23: 518.352 picoseconds
NOT-P1_R1171_U24: 567.759 picoseconds
NOT-P1_R1171_U25: 1196.13 picoseconds
NOT-P1_R1171_U26: 1926.54 picoseconds
NOT-P1_R1171_U27: 1832.23 picoseconds
NOT-P1_R1171_U28: 1222.1 picoseconds
NOT-P1_R1171_U29: 1885.39 picoseconds
NOT-P1_R1171_U30: 1433.58 picoseconds
NOT-P1_R1171_U31: 2113.55 picoseconds
NAND-P1_R1171_U32: 702.859 picoseconds
NOT-P1_R1171_U33: 1224.85 picoseconds
NOT-P1_R1171_U34: 1873.57 picoseconds
NAND-P1_R1171_U35: 551.648 picoseconds
NOT-P1_R1171_U36: 544.178 picoseconds
NOT-P1_R1171_U37: 1121.86 picoseconds
NOT-P1_R1171_U38: 1945.72 picoseconds
NOT-P1_R1171_U39: 1938.59 picoseconds
NOT-P1_R1171_U40: 1113.33 picoseconds
NAND-P1_R1171_U41: 945.996 picoseconds
NAND-P1_R1171_U42: 544.178 picoseconds
NAND-P1_R1171_U43: 700.922 picoseconds
NAND-P1_R1171_U44: 679.846 picoseconds
NAND-P1_R1171_U45: 1119.76 picoseconds
NAND-P1_R1171_U46: 1176.05 picoseconds
NOT-P1_R1171_U47: 538.903 picoseconds
NOT-P1_R1171_U48: 1427.03 picoseconds
NOT-P1_R1171_U49: 1484.58 picoseconds
NOT-P1_R1171_U50: 585.887 picoseconds
NOT-P1_R1171_U51: 662.407 picoseconds
NOT-P1_R1171_U52: 1561.23 picoseconds
NOT-P1_R1171_U53: 722.112 picoseconds
NOT-P1_R1171_U54: 1641.95 picoseconds
NOT-P1_R1171_U55: 770.915 picoseconds
NOT-P1_R1171_U56: 1650.24 picoseconds
NOT-P1_R1171_U57: 1001.9 picoseconds
NOT-P1_R1171_U58: 1920.09 picoseconds
NOT-P1_R1171_U59: 1845.19 picoseconds
NAND-P1_R1171_U60: 580.74 picoseconds
NOT-P1_R1171_U61: 605.513 picoseconds
NAND-P1_R1171_U62: 572.819 picoseconds
NOT-P1_R1171_U63: 1067.5 picoseconds
NOT-P1_R1171_U64: 1810.26 picoseconds
NOT-P1_R1171_U65: 1070.84 picoseconds
NOT-P1_R1171_U66: 1951.92 picoseconds
NOT-P1_R1171_U67: 1094.6 picoseconds
NOT-P1_R1171_U68: 1998.3 picoseconds
NAND-P1_R1171_U69: 577.514 picoseconds
NOT-P1_R1171_U70: 1015.2 picoseconds
NOT-P1_R1171_U71: 1891.28 picoseconds
NOT-P1_R1171_U72: 1062.97 picoseconds
NOT-P1_R1171_U73: 1941.39 picoseconds
NOT-P1_R1171_U74: 1057.13 picoseconds
NOT-P1_R1171_U75: 1861.69 picoseconds
NOT-P1_R1171_U76: 995.343 picoseconds
NOT-P1_R1171_U77: 1887.48 picoseconds
NAND-P1_R1171_U78: 623.875 picoseconds
NOT-P1_R1171_U79: 919.74 picoseconds
NOT-P1_R1171_U80: 1806.09 picoseconds
NAND-P1_R1171_U81: 496.206 picoseconds
NOT-P1_R1171_U82: 519.127 picoseconds
NOT-P1_R1171_U83: 771.467 picoseconds
NOT-P1_R1171_U84: 1596.76 picoseconds
NOT-P1_R1171_U85: 695.027 picoseconds
NOT-P1_R1171_U86: 1632.37 picoseconds
NAND-P1_R1171_U87: 475.976 picoseconds
NOT-P1_R1171_U88: 1389.97 picoseconds
NOT-P1_R1171_U89: 496.237 picoseconds
NAND-P1_R1171_U90: 558.997 picoseconds
NOT-P1_R1171_U91: 1450 picoseconds
NAND-P1_R1171_U92: 730.586 picoseconds
NAND-P1_R1171_U93: 518.352 picoseconds
NAND-P1_R1171_U94: 913.955 picoseconds
NAND-P1_R1171_U95: 1273.19 picoseconds
NAND-P1_R1171_U96: 1433.58 picoseconds
NAND-P1_R1171_U97: 973.227 picoseconds
NAND-P1_R1171_U98: 1018.92 picoseconds
NAND-P1_R1171_U99: 1083.94 picoseconds
NAND-P1_R1171_U100: 1134.76 picoseconds
NAND-P1_R1171_U101: 1218.86 picoseconds
NAND-P1_R1171_U102: 424.75 picoseconds
NAND-P1_R1171_U103: 494.262 picoseconds
NAND-P1_R1171_U104: 531.943 picoseconds
NAND-P1_R1171_U105: 593.649 picoseconds
NAND-P1_R1171_U106: 639.44 picoseconds
NAND-P1_R1171_U107: 695.027 picoseconds
NAND-P1_R1171_U108: 743.124 picoseconds
NAND-P1_R1171_U109: 774.259 picoseconds
NAND-P1_R1171_U110: 825.772 picoseconds
NAND-P1_R1171_U111: 864.97 picoseconds
NAND-P1_R1171_U112: 916.485 picoseconds
NAND-P1_R1171_U113: 956.178 picoseconds
NAND-P1_R1171_U114: 941.187 picoseconds
NAND-P1_R1171_U115: 986.883 picoseconds
AND-P1_R1171_U116: 628.147 picoseconds
AND-P1_R1171_U117: 608.389 picoseconds
AND-P1_R1171_U118: 544.178 picoseconds
AND-P1_R1171_U119: 518.352 picoseconds
AND-P1_R1171_U120: 1055.43 picoseconds
AND-P1_R1171_U121: 1121.46 picoseconds
AND-P1_R1171_U122: 1119.76 picoseconds
AND-P1_R1171_U123: 1117.15 picoseconds
AND-P1_R1171_U124: 1153.52 picoseconds
AND-P1_R1171_U125: 1230.22 picoseconds
AND-P1_R1171_U126: 590.016 picoseconds
AND-P1_R1171_U127: 563 picoseconds
AND-P1_R1171_U128: 571.607 picoseconds
AND-P1_R1171_U129: 552.564 picoseconds
AND-P1_R1171_U130: 580.74 picoseconds
AND-P1_R1171_U131: 551.254 picoseconds
AND-P1_R1171_U132: 496.206 picoseconds
AND-P1_R1171_U133: 425.966 picoseconds
AND-P1_R1171_U134: 424.75 picoseconds
AND-P1_R1171_U135: 770.915 picoseconds
AND-P1_R1171_U136: 824.22 picoseconds
AND-P1_R1171_U137: 925.059 picoseconds
AND-P1_R1171_U138: 978.237 picoseconds
AND-P1_R1171_U139: 1009.93 picoseconds
AND-P1_R1171_U140: 1038.76 picoseconds
AND-P1_R1171_U141: 1052.42 picoseconds
AND-P1_R1171_U142: 1089.21 picoseconds
NAND-P1_R1171_U143: 518.352 picoseconds
NAND-P1_R1171_U144: 1218.86 picoseconds
NOT-P1_R1171_U145: 1535.76 picoseconds
NOT-P1_R1171_U146: 503.673 picoseconds
AND-P1_R1171_U147: 503.673 picoseconds
NAND-P1_R1171_U148: 424.75 picoseconds
AND-P1_R1171_U149: 496.237 picoseconds
NAND-P1_R1171_U150: 424.75 picoseconds
AND-P1_R1171_U151: 538.903 picoseconds
NAND-P1_R1171_U152: 531.943 picoseconds
AND-P1_R1171_U153: 585.887 picoseconds
NAND-P1_R1171_U154: 496.206 picoseconds
AND-P1_R1171_U155: 695.027 picoseconds
NAND-P1_R1171_U156: 496.206 picoseconds
AND-P1_R1171_U157: 771.467 picoseconds
NAND-P1_R1171_U158: 496.206 picoseconds
AND-P1_R1171_U159: 770.915 picoseconds
NAND-P1_R1171_U160: 1273.19 picoseconds
NAND-P1_R1171_U161: 518.352 picoseconds
AND-P1_R1171_U162: 1057.13 picoseconds
NAND-P1_R1171_U163: 518.352 picoseconds
AND-P1_R1171_U164: 1062.97 picoseconds
NAND-P1_R1171_U165: 518.352 picoseconds
NAND-P1_R1171_U166: 518.352 picoseconds
NAND-P1_R1171_U167: 424.75 picoseconds
NAND-P1_R1171_U168: 424.75 picoseconds
NOT-P1_R1171_U169: 553.645 picoseconds
NAND-P1_R1171_U170: 563 picoseconds
NAND-P1_R1171_U171: 552.564 picoseconds
NAND-P1_R1171_U172: 451.78 picoseconds
NOT-P1_R1171_U173: 577.514 picoseconds
NOT-P1_R1171_U174: 623.875 picoseconds
NAND-P1_R1171_U175: 521.166 picoseconds
NOT-P1_R1171_U176: 572.819 picoseconds
OR-P1_R1171_U177: 593.862 picoseconds
OR-P1_R1171_U178: 628.999 picoseconds
OR-P1_R1171_U179: 600.845 picoseconds
OR-P1_R1171_U180: 629.418 picoseconds
NOT-P1_R1171_U181: 702.859 picoseconds
OR-P1_R1171_U182: 700.922 picoseconds
NOT-P1_R1171_U183: 1219.25 picoseconds
NOT-P1_R1171_U184: 1194.76 picoseconds
NAND-P1_R1171_U185: 679.846 picoseconds
NAND-P1_R1171_U186: 608.389 picoseconds
NAND-P1_R1171_U187: 600.845 picoseconds
NAND-P1_R1171_U188: 613.524 picoseconds
NAND-P1_R1171_U189: 600.845 picoseconds
NAND-P1_R1171_U190: 544.178 picoseconds
NAND-P1_R1171_U191: 544.178 picoseconds
NAND-P1_R1171_U192: 593.862 picoseconds
NAND-P1_R1171_U193: 553.645 picoseconds
NOT-P1_R1171_U194: 1056.71 picoseconds
OR-P1_R1171_U195: 618.131 picoseconds
OR-P1_R1171_U196: 606.401 picoseconds
NOT-P1_R1171_U197: 521.827 picoseconds
NAND-P1_R1171_U198: 518.352 picoseconds
NAND-P1_R1171_U199: 518.352 picoseconds
NAND-P1_R1171_U200: 521.827 picoseconds
NAND-P1_R1171_U201: 544.178 picoseconds
NOT-P1_R1171_U202: 1018.92 picoseconds
OR-P1_R1171_U203: 621.693 picoseconds
NAND-P1_R1171_U204: 945.996 picoseconds
NOT-P1_R1171_U205: 945.996 picoseconds
OR-P1_R1171_U206: 1148.94 picoseconds
OR-P1_R1171_U207: 1165.1 picoseconds
NAND-P1_R1171_U208: 1073.65 picoseconds
NAND-P1_R1171_U209: 1055.43 picoseconds
NAND-P1_R1171_U210: 1056.71 picoseconds
NAND-P1_R1171_U211: 1144.85 picoseconds
NAND-P1_R1171_U212: 1056.71 picoseconds
OR-P1_R1171_U213: 1174.42 picoseconds
NAND-P1_R1171_U214: 1176.05 picoseconds
NAND-P1_R1171_U215: 1177.52 picoseconds
NOT-P1_R1171_U216: 1218.86 picoseconds
NAND-P1_R1171_U217: 1119.76 picoseconds
NAND-P1_R1171_U218: 1176.05 picoseconds
NAND-P1_R1171_U219: 1159.56 picoseconds
NOT-P1_R1171_U220: 1119.76 picoseconds
OR-P1_R1171_U221: 1233.01 picoseconds
NAND-P1_R1171_U222: 1136.68 picoseconds
NAND-P1_R1171_U223: 1117.15 picoseconds
NAND-P1_R1171_U224: 1119.76 picoseconds
NAND-P1_R1171_U225: 1164.81 picoseconds
NAND-P1_R1171_U226: 1119.76 picoseconds
OR-P1_R1171_U227: 1230.3 picoseconds
NAND-P1_R1171_U228: 1250.2 picoseconds
NOT-P1_R1171_U229: 1218.86 picoseconds
NAND-P1_R1171_U230: 1236.34 picoseconds
NAND-P1_R1171_U231: 1222.1 picoseconds
NAND-P1_R1171_U232: 1280.19 picoseconds
NAND-P1_R1171_U233: 1230.22 picoseconds
NAND-P1_R1171_U234: 1230.22 picoseconds
OR-P1_R1171_U235: 592.116 picoseconds
OR-P1_R1171_U236: 590.016 picoseconds
NAND-P1_R1171_U237: 572.819 picoseconds
NAND-P1_R1171_U238: 590.256 picoseconds
NAND-P1_R1171_U239: 563 picoseconds
OR-P1_R1171_U240: 653.118 picoseconds
NAND-P1_R1171_U241: 518.352 picoseconds
NAND-P1_R1171_U242: 563 picoseconds
NOT-P1_R1171_U243: 986.883 picoseconds
OR-P1_R1171_U244: 571.607 picoseconds
OR-P1_R1171_U245: 581.599 picoseconds
NAND-P1_R1171_U246: 573.991 picoseconds
NAND-P1_R1171_U247: 570.307 picoseconds
NAND-P1_R1171_U248: 552.564 picoseconds
OR-P1_R1171_U249: 629.908 picoseconds
OR-P1_R1171_U250: 634.668 picoseconds
NAND-P1_R1171_U251: 518.352 picoseconds
NAND-P1_R1171_U252: 552.564 picoseconds
NOT-P1_R1171_U253: 956.178 picoseconds
OR-P1_R1171_U254: 690.295 picoseconds
NAND-P1_R1171_U255: 518.352 picoseconds
NAND-P1_R1171_U256: 677.854 picoseconds
NOT-P1_R1171_U257: 916.485 picoseconds
OR-P1_R1171_U258: 724.135 picoseconds
NAND-P1_R1171_U259: 518.352 picoseconds
NAND-P1_R1171_U260: 710.997 picoseconds
NOT-P1_R1171_U261: 837.743 picoseconds
OR-P1_R1171_U262: 656.318 picoseconds
OR-P1_R1171_U263: 667.684 picoseconds
NOT-P1_R1171_U264: 584.227 picoseconds
NAND-P1_R1171_U265: 580.74 picoseconds
NAND-P1_R1171_U266: 580.74 picoseconds
NAND-P1_R1171_U267: 584.227 picoseconds
NAND-P1_R1171_U268: 518.352 picoseconds
NOT-P1_R1171_U269: 825.772 picoseconds
OR-P1_R1171_U270: 534.68 picoseconds
OR-P1_R1171_U271: 568.751 picoseconds
OR-P1_R1171_U272: 570.185 picoseconds
NOT-P1_R1171_U273: 496.206 picoseconds
NAND-P1_R1171_U274: 496.206 picoseconds
NAND-P1_R1171_U275: 496.206 picoseconds
NAND-P1_R1171_U276: 519.127 picoseconds
NAND-P1_R1171_U277: 496.206 picoseconds
NAND-P1_R1171_U278: 534.68 picoseconds
NAND-P1_R1171_U279: 548.206 picoseconds
NAND-P1_R1171_U280: 496.206 picoseconds
OR-P1_R1171_U281: 684.803 picoseconds
OR-P1_R1171_U282: 554.542 picoseconds
NAND-P1_R1171_U283: 518.352 picoseconds
NAND-P1_R1171_U284: 496.206 picoseconds
NOT-P1_R1171_U285: 743.124 picoseconds
OR-P1_R1171_U286: 588.299 picoseconds
NAND-P1_R1171_U287: 496.206 picoseconds
NAND-P1_R1171_U288: 577.117 picoseconds
NOT-P1_R1171_U289: 703.43 picoseconds
OR-P1_R1171_U290: 558.524 picoseconds
NAND-P1_R1171_U291: 496.206 picoseconds
NAND-P1_R1171_U292: 539.227 picoseconds
NOT-P1_R1171_U293: 639.44 picoseconds
OR-P1_R1171_U294: 461.287 picoseconds
NAND-P1_R1171_U295: 451.78 picoseconds
NOT-P1_R1171_U296: 475.976 picoseconds
OR-P1_R1171_U297: 572.267 picoseconds
NAND-P1_R1171_U298: 531.943 picoseconds
NOT-P1_R1171_U299: 531.943 picoseconds
OR-P1_R1171_U300: 425.966 picoseconds
NAND-P1_R1171_U301: 439.993 picoseconds
NOT-P1_R1171_U302: 494.262 picoseconds
NAND-P1_R1171_U303: 424.75 picoseconds
NOT-P1_R1171_U304: 424.75 picoseconds
NAND-P1_R1171_U305: 558.997 picoseconds
NOT-P1_R1171_U306: 558.997 picoseconds
OR-P1_R1171_U307: 678.007 picoseconds
NAND-P1_R1171_U308: 575.99 picoseconds
NAND-P1_R1171_U309: 575.99 picoseconds
NAND-P1_R1171_U310: 558.997 picoseconds
NAND-P1_R1171_U311: 622.338 picoseconds
NAND-P1_R1171_U312: 558.997 picoseconds
OR-P1_R1171_U313: 695.188 picoseconds
NAND-P1_R1171_U314: 730.586 picoseconds
NOT-P1_R1171_U315: 730.586 picoseconds
NAND-P1_R1171_U316: 744.715 picoseconds
NAND-P1_R1171_U317: 758.617 picoseconds
NAND-P1_R1171_U318: 744.715 picoseconds
NAND-P1_R1171_U319: 744.715 picoseconds
OR-P1_R1171_U320: 935.345 picoseconds
NAND-P1_R1171_U321: 755.355 picoseconds
NAND-P1_R1171_U322: 755.355 picoseconds
NAND-P1_R1171_U323: 730.586 picoseconds
NAND-P1_R1171_U324: 883.152 picoseconds
NAND-P1_R1171_U325: 730.586 picoseconds
OR-P1_R1171_U326: 1327.46 picoseconds
NOT-P1_R1171_U327: 1273.19 picoseconds
OR-P1_R1171_U328: 953.617 picoseconds
OR-P1_R1171_U329: 1033.65 picoseconds
NAND-P1_R1171_U330: 855.07 picoseconds
NAND-P1_R1171_U331: 855.07 picoseconds
NAND-P1_R1171_U332: 837.743 picoseconds
NAND-P1_R1171_U333: 989.526 picoseconds
NAND-P1_R1171_U334: 837.743 picoseconds
OR-P1_R1171_U335: 1042.62 picoseconds
NAND-P1_R1171_U336: 913.955 picoseconds
NOT-P1_R1171_U337: 913.955 picoseconds
OR-P1_R1171_U338: 1096.65 picoseconds
NAND-P1_R1171_U339: 931.139 picoseconds
NAND-P1_R1171_U340: 931.139 picoseconds
NAND-P1_R1171_U341: 913.955 picoseconds
NAND-P1_R1171_U342: 1050.82 picoseconds
NAND-P1_R1171_U343: 913.955 picoseconds
OR-P1_R1171_U344: 1106.39 picoseconds
OR-P1_R1171_U345: 1139.2 picoseconds
NAND-P1_R1171_U346: 963.179 picoseconds
NAND-P1_R1171_U347: 963.179 picoseconds
NAND-P1_R1171_U348: 945.996 picoseconds
NAND-P1_R1171_U349: 1102.82 picoseconds
NAND-P1_R1171_U350: 945.996 picoseconds
NAND-P1_R1171_U351: 1099.36 picoseconds
NAND-P1_R1171_U352: 1108.38 picoseconds
NAND-P1_R1171_U353: 1102.27 picoseconds
NAND-P1_R1171_U354: 1167.44 picoseconds
NAND-P1_R1171_U355: 1236.34 picoseconds
NAND-P1_R1171_U356: 640.313 picoseconds
NAND-P1_R1171_U357: 709.221 picoseconds
NAND-P1_R1171_U358: 890.764 picoseconds
NAND-P1_R1171_U359: 982.327 picoseconds
NAND-P1_R1171_U360: 971.509 picoseconds
NAND-P1_R1171_U361: 1056.88 picoseconds
NAND-P1_R1171_U362: 1080.85 picoseconds
NAND-P1_R1171_U363: 475.339 picoseconds
NAND-P1_R1171_U364: 546.51 picoseconds
NAND-P1_R1171_U365: 474.195 picoseconds
NAND-P1_R1171_U366: 424.75 picoseconds
NAND-P1_R1171_U367: 424.75 picoseconds
NAND-P1_R1171_U368: 425.966 picoseconds
NAND-P1_R1171_U369: 463.665 picoseconds
NAND-P1_R1171_U370: 1113.33 picoseconds
NAND-P1_R1171_U371: 1127.21 picoseconds
NAND-P1_R1171_U372: 1113.33 picoseconds
NAND-P1_R1171_U373: 990.444 picoseconds
NAND-P1_R1171_U374: 973.227 picoseconds
NAND-P1_R1171_U375: 1121.86 picoseconds
NAND-P1_R1171_U376: 1135.55 picoseconds
NAND-P1_R1171_U377: 1121.86 picoseconds
NAND-P1_R1171_U378: 1030.19 picoseconds
NAND-P1_R1171_U379: 1018.92 picoseconds
NAND-P1_R1171_U380: 1096.2 picoseconds
NAND-P1_R1171_U381: 1122.65 picoseconds
NAND-P1_R1171_U382: 1132.83 picoseconds
NAND-P1_R1171_U383: 1147.56 picoseconds
NAND-P1_R1171_U384: 1132.83 picoseconds
NAND-P1_R1171_U385: 1101.33 picoseconds
NAND-P1_R1171_U386: 1083.94 picoseconds
NAND-P1_R1171_U387: 1117.15 picoseconds
NAND-P1_R1171_U388: 1143.67 picoseconds
NAND-P1_R1171_U389: 1196.13 picoseconds
NAND-P1_R1171_U390: 1209.9 picoseconds
NAND-P1_R1171_U391: 1196.13 picoseconds
NAND-P1_R1171_U392: 1151.98 picoseconds
NAND-P1_R1171_U393: 1134.76 picoseconds
NAND-P1_R1171_U394: 1224.85 picoseconds
NAND-P1_R1171_U395: 1239.35 picoseconds
NAND-P1_R1171_U396: 1224.85 picoseconds
NAND-P1_R1171_U397: 1230.06 picoseconds
NAND-P1_R1171_U398: 1218.86 picoseconds
NAND-P1_R1171_U399: 1222.1 picoseconds
NAND-P1_R1171_U400: 1229.94 picoseconds
NAND-P1_R1171_U401: 503.673 picoseconds
NAND-P1_R1171_U402: 530.821 picoseconds
NAND-P1_R1171_U403: 516.365 picoseconds
NAND-P1_R1171_U404: 540.827 picoseconds
NAND-P1_R1171_U405: 516.365 picoseconds
NAND-P1_R1171_U406: 436.036 picoseconds
NAND-P1_R1171_U407: 424.75 picoseconds
NAND-P1_R1171_U408: 496.237 picoseconds
NAND-P1_R1171_U409: 526.586 picoseconds
NAND-P1_R1171_U410: 507.364 picoseconds
NAND-P1_R1171_U411: 534.74 picoseconds
NAND-P1_R1171_U412: 507.364 picoseconds
NAND-P1_R1171_U413: 496.237 picoseconds
NAND-P1_R1171_U414: 494.262 picoseconds
NAND-P1_R1171_U415: 538.903 picoseconds
NAND-P1_R1171_U416: 569.117 picoseconds
NAND-P1_R1171_U417: 550.207 picoseconds
NAND-P1_R1171_U418: 577.46 picoseconds
NAND-P1_R1171_U419: 550.207 picoseconds
NAND-P1_R1171_U420: 538.903 picoseconds
NAND-P1_R1171_U421: 531.943 picoseconds
NAND-P1_R1171_U422: 585.887 picoseconds
NAND-P1_R1171_U423: 602.806 picoseconds
NAND-P1_R1171_U424: 662.407 picoseconds
NAND-P1_R1171_U425: 675.972 picoseconds
NAND-P1_R1171_U426: 662.407 picoseconds
NAND-P1_R1171_U427: 610.866 picoseconds
NAND-P1_R1171_U428: 593.649 picoseconds
NAND-P1_R1171_U429: 722.112 picoseconds
NAND-P1_R1171_U430: 735.217 picoseconds
NAND-P1_R1171_U431: 722.112 picoseconds
NAND-P1_R1171_U432: 650.634 picoseconds
NAND-P1_R1171_U433: 639.44 picoseconds
NAND-P1_R1171_U434: 695.027 picoseconds
NAND-P1_R1171_U435: 725.973 picoseconds
NAND-P1_R1171_U436: 706.244 picoseconds
NAND-P1_R1171_U437: 734.163 picoseconds
NAND-P1_R1171_U438: 706.244 picoseconds
NAND-P1_R1171_U439: 695.027 picoseconds
NAND-P1_R1171_U440: 703.43 picoseconds
NAND-P1_R1171_U441: 771.467 picoseconds
NAND-P1_R1171_U442: 800.705 picoseconds
NAND-P1_R1171_U443: 783.56 picoseconds
NAND-P1_R1171_U444: 809.924 picoseconds
NAND-P1_R1171_U445: 783.56 picoseconds
NAND-P1_R1171_U446: 754.39 picoseconds
NAND-P1_R1171_U447: 743.124 picoseconds
NAND-P1_R1171_U448: 770.915 picoseconds
NAND-P1_R1171_U449: 800.623 picoseconds
NAND-P1_R1171_U450: 809.568 picoseconds
NAND-P1_R1171_U451: 836.31 picoseconds
NAND-P1_R1171_U452: 809.568 picoseconds
NAND-P1_R1171_U453: 824.22 picoseconds
NAND-P1_R1171_U454: 850.193 picoseconds
NAND-P1_R1171_U455: 1284.45 picoseconds
NAND-P1_R1171_U456: 1273.19 picoseconds
NAND-P1_R1171_U457: 919.74 picoseconds
NAND-P1_R1171_U458: 933.509 picoseconds
NAND-P1_R1171_U459: 919.74 picoseconds
NAND-P1_R1171_U460: 791.646 picoseconds
NAND-P1_R1171_U461: 774.259 picoseconds
NAND-P1_R1171_U462: 995.343 picoseconds
NAND-P1_R1171_U463: 1008.29 picoseconds
NAND-P1_R1171_U464: 995.343 picoseconds
NAND-P1_R1171_U465: 837.041 picoseconds
NAND-P1_R1171_U466: 825.772 picoseconds
NAND-P1_R1171_U467: 941.162 picoseconds
NAND-P1_R1171_U468: 967.683 picoseconds
NAND-P1_R1171_U469: 1001.9 picoseconds
NAND-P1_R1171_U470: 1016.52 picoseconds
NAND-P1_R1171_U471: 1001.9 picoseconds
NAND-P1_R1171_U472: 882.357 picoseconds
NAND-P1_R1171_U473: 864.97 picoseconds
NAND-P1_R1171_U474: 1057.13 picoseconds
